0.042293463	0.044761483	0.043312658	0.04107597	0.010895394	0.04498608	0.0059282556	0.023061525	-0.041833915	-0.019154383	0.010151349	-0.027756466	0.041977894	-0.028536737	-0.026791537	-0.024030328	-0.038174786	0.04610641	-0.016431678	-0.048915982	-0.019524574	-0.04483929	0.020312	0.017073978	0.036675308	0.021137808	0.008651663	-0.028676951	0.04997362	0.016359616	-0.0047352687	-0.015404832
0.08595358	-0.13898282	-0.09078585	0.12913993	-0.047969602	-0.2836345	-0.14887773	0.031305324	0.2690083	-0.003230056	-0.4762462	-0.01480926	-0.09474164	-0.02665272	0.018742464	-0.08332888	0.030553516	0.041007448	-0.07823743	0.18131131	0.07418797	0.008752243	0.06866541	0.043979537	0.010588903	0.02449706	-0.23949856	0.15223646	0.23303263	-0.06112049	0.002348932	-0.07708447
0.06851263	-0.015114312	-0.123399556	0.008022053	-0.098790035	-0.22791924	-0.1697982	0.03635447	0.2054955	0.055255074	-0.48433176	-0.054263126	-0.09604821	-0.07655098	0.035392504	-0.10126123	0.11061346	0.055884	0.009104811	0.09381301	-0.070957385	0.050787993	0.0033540938	-0.033724148	-0.08066998	-0.03484548	-0.13905524	0.0119269695	0.25355765	-0.04758139	0.11631762	-0.11699762
0.05781742	-0.046576124	-0.08229559	0.06826468	-0.15904185	-0.2682004	-0.15956926	-0.023507543	0.23754697	0.0052711875	-0.5144615	-0.124688484	-0.024259442	0.0011831862	0.04713845	-0.054881793	0.13405979	0.060284104	0.044980615	0.07328233	-0.030831395	0.018771132	0.013219017	-0.0574712	0.017958116	-0.09876373	-0.27237976	-0.025679527	0.25568196	0.026609467	-0.071631685	-0.05691791
-0.040640336	-0.019278891	-0.15182878	0.024747645	-0.03850846	-0.2370607	-0.11208072	0.059600394	0.15498155	0.0828779	-0.3775909	-0.049618624	-0.10665115	0.03201984	0.05153945	-0.08613764	0.057033207	0.0058095646	-0.0013435476	0.115068525	0.012990867	0.027791051	0.08743107	-0.025425343	0.04996989	-0.073075205	-0.118022054	0.01971024	0.3094098	0.008631545	0.02686289	-0.103830315
0.04182251	0.028508117	-0.043504566	0.043438908	-0.1198831	-0.28324246	-0.14511295	0.03482531	0.21097457	0.06493508	-0.46677005	-0.06736414	-0.015941357	-0.05101459	0.111718394	-0.062668785	0.10202566	0.061904673	-0.057606485	0.073520035	0.0521429	-0.016840866	0.086411394	0.04100831	0.0277549	-0.08028493	-0.086036436	0.03436813	0.21249476	-0.018514175	0.0010365628	-0.054375168
-0.056262158	-0.013261948	-0.16647106	-0.06470296	-0.13826494	-0.14942572	-0.10704412	-0.09382377	0.15924284	0.15111539	-0.3624608	-0.09362015	0.029877132	0.0933383	0.11721796	0.029350122	0.13387103	0.0727541	0.064711556	-0.031430844	-0.0821124	-0.03536755	-0.0025632544	-0.03453703	0.02557613	-0.16981131	-0.13754699	0.016934277	0.13367376	0.00785686	-0.03747433	-0.059026513
0.5417419	-0.5670863	-0.41465768	0.5334453	0.4323068	-0.59967214	0.3087914	0.5931123	0.5733434	-0.48196208	-0.40907186	0.5845397	-0.5323268	-0.6006328	-0.55673057	-0.53433186	-0.28900167	-0.44918585	-0.5185704	0.5828076	0.46080863	0.5763606	0.60968745	0.6007714	-0.51251525	0.5599063	0.13784118	0.5482798	0.5924407	-0.62388813	0.5404103	-0.57546395
0.010186221	0.0019369714	-0.011336497	-0.011264995	-0.17697163	-0.15989274	-0.10962032	-0.03159243	0.20471774	0.15047203	-0.40723103	-0.14834872	-0.03177325	0.062131498	0.06606669	0.034095664	0.07909722	0.077256724	-0.010543616	0.06034916	-0.08050757	0.0070441486	-0.018907737	-0.08007249	0.093691885	-0.15374096	-0.15005122	-0.0057086255	0.22615154	0.015079649	-0.016284432	0.023389516
0.025750224	-0.04351314	-0.08034628	0.06345378	0.009575272	-0.318945	-0.10321568	0.0960624	0.26874867	0.027194843	-0.47191644	0.03563175	-0.08956116	-0.038442764	-0.01298318	-0.07833093	0.06252778	0.028569547	-0.0186857	0.06744726	-0.0046048257	0.06055955	0.10716975	0.0794854	-0.11689477	-0.04255511	-0.076221846	0.09046806	0.27944806	-0.09244662	0.08313733	-0.060897943
-0.044150066	0.069164105	0.077170454	0.011624921	-0.16158596	-0.046571802	-0.21792346	-0.073643185	0.13746253	0.060566824	-0.39655793	-0.04480834	-0.01541551	0.022137178	0.045261253	0.0665448	0.09255563	0.10781614	0.064632595	-0.0048437878	-0.078981	-0.062560104	-0.024306085	-0.119622335	0.09164411	-0.14047551	-0.3041527	-0.008373439	0.06488833	0.036085796	-0.037115	0.030992543
-0.08650643	0.029032936	-0.07584792	0.0022161969	-0.12090263	-0.08639565	-0.18305278	-0.05850682	0.083542645	0.06248178	-0.35357922	-0.012030704	0.010075115	-0.016111583	0.07851607	0.011362084	0.11388768	0.010263503	0.015895605	0.05352931	-0.039564688	-0.07452933	0.027051054	-0.040772043	0.06213621	-0.09441762	-0.1218748	-0.07096999	0.068405256	0.043102376	-0.06101022	-0.10032856
